nome,tot,male,female
ALDO FIORENZO,8,8,0
ALDO FRANCESCO,51,51,0
ALDO FRANCESCO ANTON,5,5,0
ALDO FRANCO,33,33,0
ALDO GABRIELE,4,4,0
ALDO GERARDO,34,34,0
ALDO GIACOMO,4,4,0
ALDO GINO,7,7,0
ALDO GIORGIO,24,24,0
ALDO GIOVANNI,65,65,0
ALDO GIUSEPPE,103,98,5
ALDO GUGLIELMO,8,8,0
ALDO IPPOLITO,9,9,0
ALDO L.TO,5,5,0
ALDO LEONARDO,24,24,0
ALDO LORENZO,8,8,0
ALDO LUCIANO,18,18,0
ALDO LUCIO,7,7,0
ALDO LUIGI,36,36,0
ALDO MARCELLO,10,10,0
ALDO MARI,14,14,0
ALDO MARIA,31,31,0
ALDO MARIA ANTONIO R,10,10,0
ALDO MARIA CATENO,9,9,0
ALDO MARINO,5,5,0
ALDO MARIO,51,51,0
ALDO MARIO ANTONIO,6,6,0
ALDO MARTINO,15,15,0
ALDO MASSIMO,5,5,0
ALDO MATTEO,34,34,0
ALDO MAURIZI,8,8,0
ALDO MAURO,9,9,0
ALDO MICHELE,29,29,0
ALDO NATALE,18,18,0
ALDO NEREO,8,8,0
ALDO NUNZIO,30,30,0
ALDO PAOLO,10,10,0
ALDO PASQUALE,10,10,0
ALDO PATRIZIO,10,10,0
ALDO PIERLUIGI,5,5,0
ALDO PIERO,9,9,0
ALDO PIETRO,55,55,0
ALDO PROSPERO,4,4,0
ALDO RENATO,10,10,0
ALDO ROBERTO,30,30,0
ALDO RODOLFO,4,4,0
ALDO ROSARIO,10,10,0
ALDO SANDRO,20,20,0
ALDO SANTO,9,9,0
ALDO SEBASTIANO,9,9,0
ALDO SEVERO CIRO,5,5,0
ALDO SILVANO,9,9,0
ALDO STEFANO,16,16,0
ALDO TONINO,1,1,0
ALDO TULLIO,23,23,0
ALDO UBALDO,15,15,0
ALDO UGO,6,6,0
ALDO UMBERTO,18,18,0
ALDO VASCO,4,4,0
ALDO VINCENZ,5,5,0
ALDO VINCENZO,29,29,0
ALDO VITO,19,19,0
ALDO VITTORIO,25,25,0
ALDO WALTER,3,3,0
ALDOBRANDO,10,10,0
ALDOMIRO,8,8,0
ALDOVINO,5,5,0
ALDREDO,5,5,0
ALDROVANDO,5,5,0
ALDUCCIO,10,10,0
ALDUINO,34,34,0
ALDUVINCA,30,0,30
ALE SSANDRO,6,6,0
ALEANDRIA,14,0,14
ALEANDRINA,10,0,10
ALEANDRO,201,201,0
ALEANDRO ABELE,5,5,0
ALEANDRO ANTONIO,1,1,0
ALEARDO,146,146,0
ALEARDO ARRIGO,4,4,0
ALECS,14,14,0
ALEIDITA,4,0,4
ALEJANDRA PATRICIA,13,0,13
ALEJANDRO,5,5,0
ALEJANDRO RODOLFO,5,5,0
ALEKS,11,11,0
ALEKSANDAR,8,8,0
ALEKSANDR,5,5,0
ALEKSANDRO,6,6,0
ALEMANNO,10,10,0
ALEN,8,8,0
ALEN ROBERT,1,1,0
ALENKA,46,0,46
ALENO,5,5,0
ALERAME,9,9,0
ALERICO,14,14,0
ALERIO,8,8,0
ALES,4,4,0
ALESANDRO,20,20,0
ALESIO,61,61,0
ALESSADRA,5,5,0
ALESSADRO,21,21,0
ALESSAMDRO,5,5,0
ALESSANDO,11,11,0
ALESSANDR,5,0,5
ALESSANDR MARIA,4,4,0
ALESSANDRA,6060,0,6060
ALESSANDRA ANGELA,1,0,1
ALESSANDRA ANNA,6,0,6
ALESSANDRA ANNA SOFI,3,0,3
ALESSANDRA ANNAMARIA,5,0,5
ALESSANDRA ANTONELLA,2,0,2
ALESSANDRA ASCENZIA MARIA,1,0,1
ALESSANDRA AUGUSTA,16,0,16
ALESSANDRA CARLA,5,0,5
ALESSANDRA CATERINA,5,0,5
ALESSANDRA CL.,4,0,4
ALESSANDRA ELIANA,4,0,4
ALESSANDRA FABRIZIA,5,0,5
ALESSANDRA FEDERICA,1,0,1
ALESSANDRA FILIPPA,2,0,2
ALESSANDRA FORTUNATA,8,0,8
ALESSANDRA FRANCESCA,3,0,3
ALESSANDRA GIOVANNI,2,0,2
ALESSANDRA L.,1,0,1
ALESSANDRA LUCIA,16,0,16
ALESSANDRA LUISA,5,0,5
ALESSANDRA MARIA,27,0,27
ALESSANDRA MARIA B.,5,0,5
ALESSANDRA PAOLA,5,0,5
ALESSANDRA PIA,14,0,14
ALESSANDRA ROSA,5,0,5
ALESSANDRA ROSMARIE,2,0,2
ALESSANDRA STEFANIA,5,0,5
ALESSANDRA VALENTINA,24,0,24
ALESSANDREO,5,5,0
ALESSANDRINA,28,0,28
ALESSANDRINO,41,41,0
ALESSANDRO,40487,40487,0
ALESSANDRO 961,8,8,0
ALESSANDRO ALBERTO,23,23,0
ALESSANDRO ALBINO,29,29,0
ALESSANDRO ALPINOLO,19,19,0
ALESSANDRO ANDREA,6,6,0
ALESSANDRO ANGELO,23,23,0
ALESSANDRO ANGELO GIOVANNI,2,2,0
ALESSANDRO ANGELO MARIA,4,4,0
ALESSANDRO ANTONIO,43,43,0
ALESSANDRO ARMENO,2,2,0
ALESSANDRO ARMINIO,5,5,0
ALESSANDRO ASSUNTINO,29,29,0
ALESSANDRO AUGUSTO,25,25,0
ALESSANDRO BATTISTA,6,6,0
ALESSANDRO BENEDETTO,14,14,0
ALESSANDRO CALOGERO,9,9,0
ALESSANDRO CARLO,5,5,0
ALESSANDRO CARLO ALBERTO,4,4,0
ALESSANDRO CARMELO,5,5,0
ALESSANDRO CARMINE,5,5,0
ALESSANDRO CELSO,5,5,0
ALESSANDRO CESARE,6,6,0
ALESSANDRO CLAUDIO,4,4,0
ALESSANDRO DIMITRI,5,5,0
ALESSANDRO DINO,5,5,0
ALESSANDRO DOMENICO,8,8,0
ALESSANDRO EMILIO,6,6,0
ALESSANDRO ENRICO,7,7,0
ALESSANDRO ENRICO CARLO,1,1,0
ALESSANDRO ENZO,5,5,0
ALESSANDRO ERMENEGILDO,1,1,0
ALESSANDRO EUGENIO,7,7,0
ALESSANDRO F,10,10,0
ALESSANDRO FABRIZIO,15,15,0
ALESSANDRO FEDERICO,14,14,0
ALESSANDRO FERRUCCIO,5,5,0
ALESSANDRO FRANCECO,4,4,0
ALESSANDRO FRANCESCO,41,41,0
ALESSANDRO FRANCO,6,6,0
ALESSANDRO G,10,10,0
ALESSANDRO G.,5,5,0
ALESSANDRO G. A.,5,5,0
ALESSANDRO GAETANO,20,20,0
ALESSANDRO GENNARO,5,5,0
ALESSANDRO GENNARO S,5,5,0
ALESSANDRO GEREMIA,1,1,0
ALESSANDRO GIACOMO,17,17,0
ALESSANDRO GILIO,4,4,0
ALESSANDRO GIORGIO,10,10,0
ALESSANDRO GIOVANNI,40,40,0
ALESSANDRO GIUSEPPE,93,93,0
ALESSANDRO GIUSEPPE ALFONSO,2,2,0
ALESSANDRO GIUSEPPE ANTONIO,4,4,0
ALESSANDRO GRABRIELE,5,5,0
ALESSANDRO IGNAZIO,5,5,0
ALESSANDRO ISIDORO,1,1,0
ALESSANDRO LIBERO,5,5,0
ALESSANDRO LORENZO,5,5,0
ALESSANDRO LORIS,1,1,0
ALESSANDRO LUCIANO,9,9,0
ALESSANDRO LUCIO,5,5,0
ALESSANDRO LUIGI,74,74,0
ALESSANDRO M,10,10,0
ALESSANDRO MANUEL,4,4,0
ALESSANDRO MARCO,2,2,0
ALESSANDRO MARI,1,1,0
ALESSANDRO MARIA,57,57,0
ALESSANDRO MARIA GIOVANNI,1,1,0
ALESSANDRO MARIA PIO,5,5,0
ALESSANDRO MARIO,36,36,0
ALESSANDRO MASSIMILI,4,4,0
ALESSANDRO MASSIMO,38,38,0
ALESSANDRO MATTEO,5,5,0
ALESSANDRO MICHELE,15,15,0
ALESSANDRO MORENO,9,9,0
ALESSANDRO ODOARDO,2,2,0
ALESSANDRO OSCAR,1,1,0
ALESSANDRO OTELLO,1,1,0
ALESSANDRO OTTAVIO,15,15,0
ALESSANDRO PAOLO,30,30,0
ALESSANDRO PIER PAOL,3,3,0
ALESSANDRO PIERO,3,3,0
ALESSANDRO PIETRO,30,30,0
ALESSANDRO PIO,9,9,0
ALESSANDRO PRIMO,5,5,0
ALESSANDRO RANIERO,3,3,0
ALESSANDRO RINO,1,1,0
ALESSANDRO ROBERTO,7,7,0
ALESSANDRO ROCCO,1,1,0
ALESSANDRO ROMEO,14,14,0
ALESSANDRO ROMOLO,6,6,0
ALESSANDRO RONALD,5,5,0
ALESSANDRO ROSELLINO,10,10,0
ALESSANDRO ROSOLINO,3,3,0
ALESSANDRO S.A.,4,4,0
ALESSANDRO SALVATORE,18,18,0
ALESSANDRO SANTO,1,1,0
ALESSANDRO SAVIO,4,4,0
ALESSANDRO SERAFINO,2,2,0
ALESSANDRO STEFANO,16,16,0
ALESSANDRO T.,9,9,0
ALESSANDRO UGO,5,5,0
ALESSANDRO ULISSE,5,5,0
ALESSANDRO UMBERTO,3,3,0
ALESSANDRO VASSILI,1,1,0
ALESSANDRO VINCENZO,9,9,0
ALESSANDRO VITTORIO FRANCESCO,1,1,0
ALESSANDRO WALTER,5,5,0
ALESSANDRTO,4,4,0
ALESSANRA,2,0,2
ALESSANRO,5,5,0
ALESSANRO GINO,5,5,0
ALESSI,2,2,0
ALESSIA,1599,0,1599
ALESSIA ANNARELLA,10,0,10
ALESSIA CINZIA,1,0,1
ALESSIA GIOVANNA,1,0,1
ALESSIA GIULIA,4,0,4
ALESSIA GRAZIELLA,1,0,1
ALESSIA MARIA,5,0,5
ALESSIA MARIA LUCREZIA,1,0,1
ALESSIA MARTINA,2,0,2
ALESSIA ROMILDA,5,0,5
ALESSIA ROSA MARI,5,0,5
ALESSIA SIMONA,3,0,3
ALESSIA VINCENZA,1,0,1
ALESSIO,4786,4786,0
ALESSIO ALBERTO,3,3,0
ALESSIO ANDREA,1,1,0
ALESSIO ANGELO,14,14,0
ALESSIO ANTONIO,10,10,0
ALESSIO ATTILIO,5,5,0
ALESSIO CARMINE,1,1,0
ALESSIO CESARE,5,5,0
ALESSIO CLEMENTE,3,3,0
ALESSIO DEMETRIO,20,20,0
ALESSIO DENIS,10,10,0
ALESSIO DIEGO,13,13,0
ALESSIO FRANCESCO,16,16,0
ALESSIO FRANCO,1,1,0
ALESSIO GASTONE,4,4,0
ALESSIO GIOVANNI,4,4,0
ALESSIO LEONARDO,1,1,0
ALESSIO LUCA,10,10,0
ALESSIO MARIO,9,9,0
ALESSIO MIKE,1,1,0
ALESSIO PAOLO,6,6,0
ALESSIO PIERGIOVANNI,5,5,0
ALESSIO ROMA,5,5,0
ALESSIO SALVATORE,6,6,0
ALESSIO TIZIANO,3,3,0
ALESSIO VERTER,8,8,0
ALESSNADRO,4,4,0
ALESSSANDRA,5,0,5
ALESSSANDRO,12,12,0
ALESSYA,5,0,5
ALEX,753,753,0
ALEX ANGELO,7,7,0
ALEX CELSO,5,5,0
ALEX MAURO,6,6,0
ALEX SANDRO ANDREA,5,5,0
ALEXA,15,0,15
ALEXANDER,371,371,0
ALEXANDER CARMINE,5,5,0
ALEXANDER IGOR,5,5,0
ALEXANDRA,35,0,35
ALEXANDRE,10,10,0
ALEXANDRO,36,36,0
ALEXIA,6,0,6
ALEXIO,4,4,0
ALEXIS,5,5,0
ALFANO,18,18,0
ALFENGO,11,11,0
ALFEO,310,310,0
ALFEO DETTO ADRIANO,8,8,0
ALFERIO,50,50,0
ALFIA,55,0,55
ALFIA TIZIANA,1,0,1
ALFIDEO,13,13,0
ALFIDEO ANTONIO,9,9,0
ALFIERE,8,8,0
ALFIERI,90,90,0
ALFIERI GABR,5,5,0
ALFIERI PIETRO,5,5,0
ALFIERO,452,452,0
ALFINO,8,8,0
ALFINO NUNZIO,3,3,0
ALFIO,3980,3980,0
ALFIO ALESSIO,5,5,0
ALFIO ALFREDO LUIGI,5,5,0
ALFIO ANDREA,7,7,0
ALFIO ANGELO,5,5,0
ALFIO ANTONIO,22,22,0
ALFIO CARMELO,10,10,0
ALFIO CATALDO,5,5,0
ALFIO CONCETTO,1,1,0
ALFIO DANIELE,7,7,0
ALFIO DARIO,12,12,0
ALFIO DOMENICO,4,4,0
ALFIO ERMINIO,6,6,0
ALFIO FILIPPO,5,5,0
ALFIO FRANCO,5,5,0
ALFIO GIANNI,20,20,0
ALFIO GIORGIO,12,12,0
ALFIO GIOVANNI,17,17,0
ALFIO GIUSEPPE,19,19,0
ALFIO GIUSEPPE C.,4,4,0
ALFIO LORENZO,4,4,0
ALFIO LORETANO,4,4,0
ALFIO LUCIO,4,4,0
ALFIO MARIA,6,6,0
ALFIO MARIO,29,29,0
ALFIO OSCAR,5,5,0
ALFIO PAOLO,3,3,0
ALFIO ROSARIO,13,13,0
ALFIO SALVATORE,26,26,0
ALFIO SANTO,16,16,0
ALFIO UGO,3,3,0
ALFIO VINCENZO,16,16,0
ALFIO VITO,5,5,0
ALFO,34,34,0
ALFONFO,5,5,0
ALFONO,5,5,0
ALFONOSO,5,5,0
ALFONS,140,140,0
ALFONS JAKOB,10,10,0
ALFONS KARL,10,10,0
ALFONSA,23,0,23
ALFONSINA,131,0,131
ALFONSINA M.,8,0,8
ALFONSINA MARIA VITT,5,0,5
ALFONSINO,146,146,0
ALFONSO,8925,8925,0
ALFONSO A,21,21,0
ALFONSO ALESSANDRO,5,5,0
ALFONSO ALFREDO,4,4,0
ALFONSO ANGELO,5,5,0
ALFONSO ANTONINO FILIPPO,5,5,0
ALFONSO ANTONIO,3,3,0
ALFONSO ARMANDO,5,5,0
ALFONSO BENIAMINO,10,10,0
ALFONSO BINO,4,4,0
ALFONSO BORIS,2,2,0
ALFONSO CARM,5,5,0
ALFONSO CARMINE,5,5,0
ALFONSO CESARE,10,10,0
ALFONSO DOMENICO,20,20,0
ALFONSO EDOARDO,19,19,0
ALFONSO ELIGIO,3,3,0
ALFONSO ELISEO,25,25,0
ALFONSO ERNESTO,18,18,0
ALFONSO ETTORE,10,10,0
ALFONSO FERDINANDO,5,5,0
ALFONSO FERNANDO,10,10,0
ALFONSO FRANCESCO,16,16,0
ALFONSO FRANCO,20,20,0
ALFONSO G A,5,5,0
ALFONSO G.D.,5,5,0
ALFONSO GIANMARIA,5,5,0
ALFONSO GIOVANNI,6,6,0
ALFONSO GIULIO,1,1,0
ALFONSO GIUSEPPE,9,9,0
ALFONSO GUIDO,3,3,0
ALFONSO ILARIO,9,9,0
ALFONSO IMER,3,3,0
ALFONSO ISID,5,5,0
ALFONSO LEONARDO,1,1,0
ALFONSO LUCIANO,23,23,0
ALFONSO LUCIO,10,10,0
ALFONSO LUIGI,2,2,0
ALFONSO MANLIO,5,5,0
ALFONSO MARCELLINO,13,13,0
ALFONSO MARIA,75,75,0
ALFONSO MARIA SALVAT,5,5,0
ALFONSO MARINO,4,4,0
ALFONSO MARIO,37,37,0
ALFONSO MARIO MICHEL,5,5,0
ALFONSO MASSIMO,5,5,0
ALFONSO MAURO,8,8,0
ALFONSO PAOLO,6,6,0
ALFONSO REMO,18,18,0
ALFONSO ROBERTO,12,12,0
ALFONSO ROSARIO,32,32,0
ALFONSO SALVATORE,21,21,0
ALFONSO SALVINO,5,5,0
ALFONSO SANTE,10,10,0
ALFONSO SAVERIO,5,5,0
ALFONSO SILLA,4,4,0
ALFONSO TOMMASO,5,5,0
ALFONSO VITTORIO,2,2,0
ALFONZO,3,3,0
ALFONZO ENZO,2,2,0
ALFRANCO,14,14,0
ALFRED,499,499,0
ALFRED ALOIS,22,22,0
ALFRED JOSEF,10,10,0
ALFREDA,35,0,35
ALFREDINO,78,78,0
ALFREDO,11790,11790,0
ALFREDO ALFIO,7,7,0
ALFREDO ANDREA,5,5,0
ALFREDO ANGELO,11,11,0
ALFREDO ANTONINO,4,4,0
ALFREDO ANTONIO,90,90,0
ALFREDO ATTILIO,5,5,0
ALFREDO AURELIO,5,5,0
ALFREDO BASILIO,29,29,0
ALFREDO BRUNO,17,17,0
ALFREDO CALOGERO,11,11,0
ALFREDO CIRO,3,3,0
ALFREDO DANIELE,5,5,0
ALFREDO DANTE,20,20,0
ALFREDO EMANUELE,11,11,0
ALFREDO FABRIZIO,1,1,0
ALFREDO FAUSTO,5,5,0
ALFREDO FILIPPO,2,2,0
ALFREDO FRANCESCO,5,5,0
ALFREDO GAETANO,1,1,0
ALFREDO GAVINO,24,24,0
ALFREDO GENNARO,4,4,0
ALFREDO GIANCARLO,13,13,0
ALFREDO GIGLIO,5,5,0
ALFREDO GIOVANNI,37,37,0
ALFREDO GIULIANO,7,7,0
ALFREDO GIULIO,6,6,0
ALFREDO GIUSEPPE,80,80,0
ALFREDO ILDEFONSO,5,5,0
ALFREDO ITALO,10,10,0
ALFREDO LUCA BOSO MATTEO,8,8,0
ALFREDO LUCIO,13,13,0
ALFREDO LUIGI,23,23,0
ALFREDO MARCO,12,12,0
ALFREDO MARIA,7,7,0
ALFREDO MARIO,48,48,0
ALFREDO MICHELE,2,2,0
ALFREDO NATALE,12,12,0
ALFREDO OSCAR,13,13,0
ALFREDO PAOLO,7,7,0
ALFREDO PAOLO CESARE,3,3,0
ALFREDO PIERO,2,2,0
ALFREDO PIERPAOLO,24,24,0
ALFREDO PIETRO,15,15,0
ALFREDO ROBERTO,11,11,0
ALFREDO ROSA,5,5,0
ALFREDO ROSARIO,13,13,0
ALFREDO SALVATORE,12,12,0
ALFREDO SIMONE,6,6,0
ALFREDO VINCENZO,8,8,0
ALFREDO VITTORIO,4,4,0
ALFREDO WASHINGTON,5,5,0
ALFREDOFRANCO,4,4,0
ALFREDP SERGIO,5,5,0
ALGA,4,0,4
ALGEMIRO,2,2,0
ALGENERE,5,5,0
ALGEO,4,4,0
ALGERINO,15,15,0
ALGERO,5,5,0
ALGHISIO,23,23,0
ALGILDO,10,10,0
ALGO,5,5,0
ALI,32,32,0
ALIA,5,0,5
ALIANO,14,14,0
ALIBEK,5,5,0
ALIBERTO,5,5,0
ALIBRANDO,10,10,0
ALICA,3,0,3
ALICE,906,20,886
ALICE CAMILLA,5,0,5
ALICE COSTANZA,13,0,13
ALICE CRISTINA,1,0,1
ALICE DOMENICA,4,0,4
ALICE ELIA,5,0,5
ALICE FRANCESCA,5,0,5
ALICE LETIZIA,5,0,5
ALICE LUCREZIA,2,0,2
ALICE SELENE,2,0,2
ALICE SERENE,5,0,5
ALICE SONIA,5,0,5
ALICI,5,5,0
ALIDA,446,0,446
ALIDA BERNADETTA,5,0,5
ALIDA BERNARDETTA,5,0,5
ALIDA MARIA LUCIA,23,0,23
ALIDA RITA,5,0,5
ALIDA SANTA BAMBINA,8,0,8
ALIDA SILVANA,10,0,10
ALIDE,81,59,22
ALIDE FRANCESCO,25,25,0
ALIDIANO,14,14,0
ALIDIO,10,10,0
ALIDO,147,147,0
ALIDO FELICE,7,7,0
ALIDORO,15,15,0
ALIERO,9,9,0
ALIETTA,5,0,5
ALIGHIERO,73,73,0
ALIGI,45,45,0
ALINA,68,0,68
ALINA LAURA,5,0,5
ALINE,17,0,17
ALINO,5,5,0
ALIOSA,5,5,0
ALIOSCIA,8,8,0
ALIOSKA,5,5,0
ALIPIO,13,13,0
ALIPRANDA,9,0,9
ALIPRANDO,14,14,0
ALIRIO,3,3,0
ALIS,14,14,0
ALISIO,7,7,0
ALISON,4,0,4
ALITA,9,0,9
ALITO,1,1,0
ALJOSCIA EMANUELE,4,4,0
ALLEGRA,1,0,1
ALLEN,4,4,0
ALLERINO,10,10,0
ALLESSANDRA,5,0,5
ALLESSANDRO,5,5,0
ALMA,299,5,294
ALMA ALESSANDRA,1,0,1
ALMA CRISTINA,4,0,4
ALMA ELENA,13,0,13
ALMA GIANNA,7,0,7
ALMA LISA,5,0,5
ALMA MARGHERITA,15,0,15
ALMA MARIETTA,1,0,1
ALMA ROSA,5,0,5
ALMACHIDE,4,4,0
ALMAROSA,5,0,5
ALMERICO,35,35,0
ALMERIGO,8,8,0
ALMERIGO LUIGI,5,5,0
ALMERINA,8,0,8
ALMERINDA,4,0,4
ALMERINDO,38,38,0
ALMERINO,106,106,0
ALMINO,4,4,0
ALMIRANTE,5,5,0
ALMIRENO PIETRO,5,5,0
ALMIRO,39,39,0
ALMIRO GINO,15,15,0
ALMIRO GIOBATTA,9,9,0
ALMO,47,47,0
ALMONTI,5,5,0
ALNINO,5,5,0
ALOIA,2,0,2
ALOIS,1779,1779,0
ALOIS ALBERT,16,16,0
ALOIS BARTHOLOMAUS,15,15,0
ALOIS CHRISTIAN,2,2,0
ALOIS DAVID,30,30,0
ALOIS FLORIAN,24,24,0
ALOIS FRANZ,10,10,0
ALOIS JAKOB,5,5,0
ALOIS JOHANN,25,25,0
ALOIS JOSEF,25,25,0
ALOIS KARL,51,51,0
ALOIS KONRAD,20,20,0
ALOIS PETER,50,50,0
ALOIS SEBAST,5,5,0
ALOIS SEBASTIAN,5,5,0
ALOIS SIMON,10,10,0
ALOIS STANISLAUS,2,2,0
ALOIS ULRICH,10,10,0
ALOISA,4,0,4
ALOISIA,48,0,48
ALOMA,4,0,4
ALONSO,5,5,0
ALPEDO,5,5,0
ALPHONSE,1,1,0
ALPINO,14,14,0
ALPINO SILVANO,8,8,0
ALPIO,14,14,0
ALQUINO GIOVANNI,5,5,0
ALSIDE,4,4,0
ALTAIR,7,7,0
ALTEMIZIO,8,8,0
ALTEO,9,9,0
ALTERA,5,0,5
ALTERIO,3,3,0
ALTERIO ALBERTO,20,20,0
ALTERO,74,74,0
ALTIDORO,10,10,0
ALTIERI,15,15,0
ALTIERO,29,29,0
ALTIERO NICOLA,5,5,0
ALTO,1,1,0
ALTOBELLO,11,11,0
ALTOBELLO CARMELO,5,5,0
ALTOBRANDO,21,21,0
ALTOMARE FRANCESCA,1,0,1
ALVANO,61,61,0
ALVANO ILLERA,5,5,0
ALVAREZ,17,17,0
ALVARO,1819,1819,0
ALVARO CARLO,10,10,0
ALVARO DOMENICO,15,15,0
ALVARO ERMIDO,5,5,0
ALVARO GIORGIO,10,10,0
ALVARO LUIGI,15,15,0
ALVARO MARIA,10,10,0
ALVARO RAFFAELE,5,5,0
ALVARO ROLAN,3,3,0
ALVARO VITO GIOVANNI,19,19,0
ALVASIO,15,15,0
ALVATORE,1,1,0
ALVE,8,0,8
ALVEN,5,5,0
ALVENO,3,3,0
ALVEO,1,1,0
ALVERIO,25,25,0
ALVERO,49,49,0
ALVES,25,25,0
ALVIANO,48,48,0
ALVIDIO,23,23,0
ALVIDO,10,10,0
ALVIERO,72,72,0
ALVINO,46,46,0
ALVIO,83,83,0
ALVISE,358,355,3
ALVISE SERGIO,5,5,0
ALVISIO,18,18,0
ALVISIO ANTONIO,15,15,0
ALWIN,11,11,0
ALY,5,5,0
AMABILCHIARA,8,0,8
AMABILE,187,126,61
AMABILE IN MINARDI,5,0,5
AMABILE ISIDORO,5,5,0
AMABILE PAOLA,5,0,5
AMABILIA,13,0,13
AMABILINO,8,8,0
AMABILIO,15,15,0
AMADEO,9,9,0
AMADIA,2,0,2
AMADIO,224,224,0
AMADO,15,15,0
AMAELE,5,5,0
AMALFI,41,41,0
AMALIA,621,0,621
AMALIA ADA,9,0,9
AMALIA ANNA,5,0,5
AMALIA ANTONELLA,2,0,2
AMALIA MARIA,5,0,5
AMALIA RICCARDA,4,0,4
AMALIA ROSA MARIA,5,0,5
AMALIA SERENELLA,9,0,9
AMALIO,47,47,0
AMANDA,88,1,87
AMANDA SONIA,10,0,10
AMANDA SONIA ESTRELLA,1,0,1
AMANDEEP,1,1,0
AMANTE,4,4,0
AMANTE ANTONINO,4,4,0
AMANTO,32,32,0
AMANUELE,4,4,0
AMANZIO,42,42,0
AMANZIO CARLO,10,10,0
AMARANTE,5,5,0
AMARANTO,14,14,0
AMARENZIANO,4,4,0
AMARILDO,5,5,0
AMARILLI,26,0,26
AMASIO,4,4,0
AMATA,6,0,6
AMATO,285,285,0
AMATO CARMELO,5,5,0
AMATO COSTANTINO,5,5,0
AMATO FRANCO,10,10,0
AMATO GERARDO,5,5,0
AMATO GIUSEPPE,10,10,0
AMATO LORENZINO,15,15,0
AMATO MARIA,3,3,0
AMATO SALVATORE,6,6,0
AMATORE,57,57,0
AMBERTO,15,15,0
AMBLEDO,5,5,0
AMBLICO,10,10,0
AMBNER,3,3,0
AMBRA,168,0,168
AMBRA GIULIA MARIA,5,0,5
AMBRA MARIA,5,0,5
AMBRA NATALINA,10,0,10
AMBRETTA,7,0,7
AMBROGINA,17,0,17
AMBROGINA CATERINA,6,0,6
AMBROGINO,41,41,0
AMBROGIO,2175,2175,0
AMBROGIO ALESSANDRO,5,5,0
AMBROGIO ANTONIO,2,2,0
AMBROGIO BENEDETTO,12,12,0
AMBROGIO BONIFACIO,4,4,0
AMBROGIO CARLO,15,15,0
AMBROGIO CLAUDIO,21,21,0
AMBROGIO ENRICO,5,5,0
AMBROGIO ERNESTO,10,10,0
AMBROGIO GAETANO,17,17,0
AMBROGIO GIOVANNI,6,6,0
AMBROGIO GIUSEPPE,18,18,0
AMBROGIO LUCIANO,10,10,0
AMBROGIO MARIA,3,3,0
AMBROGIO MARIO,22,22,0
AMBROGIO MATTEO,3,3,0
AMBROGIO PRIMO,15,15,0
AMBROS,39,39,0
AMBROSIA MARIA,5,0,5
AMBROSINA,5,0,5
AMBROSINA GABRIELLA,4,0,4
AMBROSIO,5,5,0
AMBROSIUS,4,4,0
AMDEO,4,4,0
AMDREA,5,5,0
AMEDEA,75,0,75
AMEDEA CATERINA,2,0,2
AMEDEA LUIGIA,5,0,5
AMEDEO,3765,3765,0
AMEDEO ALBINO,7,7,0
AMEDEO AMERICO,5,5,0
AMEDEO ANTONELLO,5,5,0
AMEDEO ANTONINO,9,9,0
AMEDEO ANTONIO,3,3,0
AMEDEO BARTOLOMEO,11,11,0
AMEDEO BASILIO,32,32,0
AMEDEO CARLO,5,5,0
AMEDEO CORRADO,3,3,0
AMEDEO ELIO,14,14,0
AMEDEO EUGENIO,6,6,0
AMEDEO FRANCESCO,17,17,0
AMEDEO FRANCO,15,15,0
AMEDEO GAETANO,23,23,0
AMEDEO GENNARO,3,3,0
AMEDEO GESUINO,15,15,0
AMEDEO GINO,5,5,0
AMEDEO GIORGIO,7,7,0
AMEDEO GIOVANNI,4,4,0
AMEDEO GIULIANO,17,17,0
AMEDEO GIUSEPPE,29,29,0
AMEDEO LUCA,10,10,0
AMEDEO MARCELLO,20,20,0
AMEDEO MARIA,16,16,0
AMEDEO MARIA VALTER,5,5,0
AMEDEO MARINO,10,10,0
AMEDEO MARIO,10,10,0
AMEDEO MARIO EUGENIO,7,7,0
AMEDEO MAURIZIO,10,10,0
AMEDEO MICHELE,5,5,0
AMEDEO NICOLA,13,13,0
AMEDEO PIETRO,22,22,0
AMEDEO RICCARDO,9,9,0
AMEDEO ROBERTO,10,10,0
AMEDEO SALVATORE,10,10,0
AMEDEO SECONDO,1,1,0
AMEDEO SILVANO,4,4,0
AMEDEO VINCENZO,3,3,0
AMEDEO VITO CARLO,3,3,0
AMEDEO VITTORIO,11,11,0
AMEDIGI,8,8,0
AMEDOR,5,5,0
AMEGLIA,19,0,19
AMEGLIA ANGELA,5,0,5
AMEGLIO,13,13,0
AMELIA,403,0,403
AMELIA CARMELA,4,0,4
AMELIA GEORGINA,4,0,4
AMELIA GISELLA,11,0,11
AMELIA MARIA,5,0,5
AMELIA VANESSA,1,0,1
AMELIDE,4,0,4
AMELIO,407,407,0
AMELIO ADOLFO,14,14,0
AMELIO MARCELLO,6,6,0
AMELIO PAOLO,4,4,0
AMELIO PRIMO,9,9,0
AMELITA RITA,9,0,9
AMER,5,5,0
AMERALDO,16,16,0
AMERICA,11,0,11
AMERICO,644,644,0
AMERICO DETTO CHICCO,17,17,0
AMERICO DOMENICO,31,31,0
AMERICO EMIDIO,15,15,0
AMERICO VINC,5,5,0
